deal_id;target_country;location;investor_name;investor_country;intention;year;negotiation_status;implementation_status;intended_size;nature_of_deal;contract_farming
3;Myanmar;Rakhine;Andhra Pradesh Industrial Infrastructure Corporation Ltd. (APIIC);India;Food crops;2007;intended;;20234;lease/concession;
4;Bangladesh;Noakhali;Individual entrepreneurs from Bangladesh;Bangladesh;Livestock;2003;concluded;not started;5000;;
11;Cambodia;Ratanakiri Province;30/4 Gialani Company Limited;Vietnam;Agriunspecified;2005;concluded;;9380;lease/concession;
12;Cambodia;Kratié;China Asean Resources Ltd.;China;For wood and fibre;2008;concluded;;7000;;
13;Cambodia;Mondol Kiri;Agro Forestry Research;China;Non-food agricultural commodities;2009;concluded;;7000;;
15;Cambodia;Cambodia;Amira Nature Foods Ltd;United Arab Emirates;Food crops;2010;intended;;25000;;
16;Cambodia;Balang;An Mady Group;Cambodia;Livestock;2005;concluded;;9863;;
17;Cambodia;Oddar Meancheay;Mitr Phol Group;Thailand;Biofuels;2008;concluded;;6523;;
18;Cambodia;Kratie;Asia World Agricultural Development (Cambodia) Co. Ltd.;Cambodia;For wood and fibre;2006;concluded;;10000;;
19;Cambodia;Memot;Bigimexco;Vietnam;Food crops;2006;concluded;;10603;;
20;Cambodia;Santuk;"BNA (Cam) Corp
";South Korea;Agriunspecified;2009;concluded;;7500;;
23;Cambodia;Phnom Sruoch;CJ Corporation;South Korea;Biofuels;2001;concluded;;5000;;
26;Cambodia;Kampot;"CAMLAND Co., Ltd.,  MH Ethanol Co. Ltd.
";Cambodia;Agriunspecified;2000;concluded;;16400;;
27;Cambodia;Kratié;Carmadeno Venture Limited;India;Agriunspecified;2009;concluded;;7635;;
29;Cambodia;Kratié;Central First Company;USA;Non-food agricultural commodities;2009;concluded;;7000;;
30;Cambodia;Phnom Sruoch;China National Corporation for Overseas Economic Cooperation Laod Star Development;China;Food crops;;failed;;8000;;
32;Cambodia;Oddar Meancheay;Crystal Agro Company Limited;Cambodia;Biofuels;2006;concluded;;8000;;
33;Cambodia;Kratié;CIV Development Company;Vietnam;Non-food agricultural commodities;2009;concluded;;769;;
34;Cambodia;Mondulkiri;"Covyphama Co., Ltd
";Cambodia;Non-food agricultural commodities;2008;concluded;;5345;;
35;Cambodia;Kratié;China Asean Resources Ltd.;China;Non-food agricultural commodities;2008;concluded;;7200;;
36;Cambodia;Pu Chrey,  Khum Krang Teh,  Srae Ampum;DUI Holding A/S;Denmark;Non-food agricultural commodities;2009;concluded;;4000;;
37;Cambodia;Kratié;;;Food crops;2007;concluded;;6436;;
38;Cambodia;Chhuk;"First Bio-Tech Agricultural (Cambodia) Co. Ltd.
";Cambodia;Livestock;2005;concluded;;10000;;
39;Cambodia;Phnom Sruoch;"Fortuna Plantation (Cambodia) Limited
";Malaysia;Agriunspecified;2009;concluded;;7955;;
40;Cambodia;Koh Russei, Bamboo Island;CityStar;France; Tourism;2008;concluded;;333;lease/concession;
42;Cambodia;Stung Treng;;Canada, China; Livestock;2005;concluded;;5000;;
43;Cambodia;Sambo District;;USA;For wood and fibre;2012;abandoned;;9800;;
45;Cambodia;Prasat Sambour;Gold Foison (Cambodia) A/C Import Export & Construction Co Ltd;Cambodia;Non-food agricultural commodities;2007;concluded;;12000;;
46;Cambodia;Phnom Sruoch;Golden Land Development Co.;China;Food crops;2004;concluded;;4900;;
48;Cambodia;Stung Treng;Grand Land Agricultural Development (Cambodia) Co Ltd;Cambodia;Forest;2007;concluded;in operation;9854;;
49;Cambodia;Phnum Sruoch;SRP International Group Ltd.,  International Woodlands Company A/S;China;Forest;2009;concluded;;9820;;
50;Cambodia;Kratié;;China;Agriunspecified;2006;concluded;;8985;;
51;Cambodia;Kratié;;China;Agriunspecified;2006;concluded;;8178;;
52;Cambodia;Kratié;Green Island Agricultural Development (Cambodia) Limited;Cambodia;For wood and fibre;2006;concluded;;9583;;
54;Cambodia;Siem Pang;"Green Sea Agriculture Co., Ltd.
";Cambodia;Agriunspecified;2001;concluded;in operation;100852;;
55;Cambodia;Santuk;"H.M.H Co., Ltd
";Cambodia; For wood and fibre;2007;concluded;in operation;5914;;
57;Cambodia;Andong Meas;Hoang Anh Gia Lai (HAGL);Vietnam;Non-food agricultural commodities;2009;concluded;startup phase -2012;2361;;
58;Cambodia;Andong Meas;Heng Development Co.; Ltd.;Agriunspecified;2006;concluded;;8654;;
59;Cambodia;Oyadao District;"Heng Heap Investment
";Cambodia; Non-food agricultural commodities;2009;concluded;;7000;;
60;Cambodia;Srae Ambel;Heng Huy Agriculture Group Co. Ltd;Cambodia;Agriunspecified;2010;concluded;;779;;
61;Cambodia;Cardamom Mountains;Indochina Gateway Capital Limited;Australia;Food crops;2012;failed;;14981;;
62;Cambodia;Siem Reap;Kain Co.;Cambodia; Non-food agricultural commodities;2006;concluded;;3445;;
63;Cambodia;Kampong Speu​;L.Y.P. Group Co.;Cambodia;Food crops;2010;concluded;;13752;;
64;Cambodia;Kuleaen;Kapa Ltd;South Korea;;2009;concluded;;40000;lease/concession;
65;Cambodia;Ratanak Kiri;"Kiri Development
";Cambodia;Non-food agricultural commodities;2009;concluded;;807;;
67;Cambodia;Botum Sakor;Khon Kaen Sugar Industry Public Company Limited;Thailand;Biofuels, Food crops;2006;concluded;;9400;;
68;Cambodia;Srae Ambel;Khon Kaen Sugar Industry Public Company Limited;Thailand;Biofuels, Food crops;2006;concluded;in operation;9700;;
70;Cambodia;Mondol Kiri;;China;Non-food agricultural commodities;2008;concluded;;7000;lease/concession;
71;Cambodia;Battambang;"LEANG HOUR HONG Import and Export, Agro Industry Development and Processing
";Cambodia;Agriunspecified;2008;concluded;;8000;;
72;Cambodia;Cambodia;Leopard Capital;Cayman Islands;Food crops;2000;concluded;;3000;;
73;Cambodia;Oddar Meancheay;Mitr Phol Group;Thailand;Biofuels, Food crops;2008;concluded;;6595;;
74;Cambodia;Santuk;BLD Plantation Bhd. ;Malaysia;Agriunspecified;2006;concluded;;9784;;
75;Cambodia;Kratié;;Vietnam;Non-food agricultural commodities;2009;concluded;;8000;;
76;Cambodia;Memot;Men Sarun Co. Ltd.;Cambodia;Agriunspecified;2006;concluded;;4400;;
77;Cambodia;Ratanak Kiri;Vietnam Rubber Group;Vietnam;Non-food agricultural commodities;2009;concluded;;6891;;
78;Cambodia;Memot;Mieng Ly Heng Investment;Cambodia;For wood and fibre;2005;concluded;;3000;;
79;Cambodia;Mondol Kiri;;Singapore;Non-food agricultural commodities;2009;concluded;;9100;;
80;Cambodia;Krong Preah Sihanouk;Mong Reththy Group;Cambodia;Agriunspecified;2000;concluded;;1800;;
82;Cambodia;Ratanak Kiri;Oryung Construction;South Korea;Non-food agricultural commodities;2006;concluded;;6866;;
83;Cambodia;Snoul District;P.D.A Co. Ltd.;South Korea;Agriunspecified;2009;concluded;;5256;;
84;Cambodia;Kaun Moum;Pelin Group Agricultural Development (Cambodia) Limited;Cambodia;Agriunspecified;2009;failed;;8847;;
85;Cambodia;Sameakki Mean Chey;"Phea Phimex Co., Ltd
";Cambodia;For wood and fibre;2000;concluded;;307842;;
88;Cambodia;Kampong Speu​;L.Y.P. Group Co.;Cambodia;Food crops;2010;concluded;;8343;;
89;Cambodia;Stung Treng;Phou Mady Investment Group;Cambodia; For wood and fibre;2006;concluded;;10000;;
90;Cambodia;Kratié;Plantation Agricultural Development (Cambodia) Limited;Cambodia;Forest;2009;failed;;9214;lease/concession;
93;Cambodia;Samlot;Rath Sambath;Cambodia;Non-food agricultural commodities;2009;concluded;;5200;;
94;Cambodia;Sesan;(Cambodia) Research Mining and Development;Cambodia;Forest;2009;concluded;;7200;;
95;Cambodia;Chong Kal;Mitr Phol Group;Thailand;Biofuels, Food crops;2008;concluded;;6618;;
96;Cambodia;Stung Treng;Sal Sophea Peanich Co.;Cambodia; For wood and fibre, Forest;2001;concluded;;9917;;
97;Cambodia;Varin; Anlong Veng; Cambodia; Non-food agricultural commodities, Forest;2006;concluded;;9658;;
99;Cambodia;Siem Pang;Sekong Aphivath Co. Ltd.;Cambodia; Livestock;2006;concluded;;9850;;
100;Cambodia;Kampong Speu​;HLH Group Limited;Singapore; Non-food agricultural commodities, Food crops;2007;concluded;;9985;;
101;Cambodia;Se San;HuaYue Group Co. Ltd.;China; Non-food agricultural commodities, Forest;2006;concluded;;10000;;
102;Cambodia;Se San;Sopheak Nika Investment Agro-Industrial Plants Co. Ltd.;Cambodia; Non-food agricultural commodities, Forest;2005;concluded;;10000;;
103;Cambodia;Siem Reap;Sophorn Theary Peanich Co. Ltd.;Cambodia; Non-food agricultural commodities;2006;concluded;;5042;;
104;Cambodia;Kbal Damrei;Sun Kuy Ty;Cambodia; Non-food agricultural commodities;2008;concluded;;999;;
105;Cambodia;Krâya;Vietnam Rubber Group;Vietnam; Non-food agricultural commodities;2007;concluded;in operation;8100;;
106;Cambodia;Mondol Kiri;;Vietnam; Non-food agricultural commodities, Food crops;2007;failed;abandoned;7600;;
107;Cambodia;Snuol;;Vietnam; Non-food agricultural commodities, Food crops;2010;failed;;7560;lease/concession;
108;Cambodia;Rovieng;Vietnam Rubber Group;Vietnam;Non-food agricultural commodities;2009;concluded;;6060;;
109;Cambodia;Kratié;China Asean Resources Ltd.;China;For wood and fibre;2007;concluded;;6971;;
110;Cambodia;Memot;TTY Industrial Crops Development Import-Export;Cambodia;Agriunspecified;2000;concluded;;1070;lease/concession;
111;Cambodia;Phnom Sruoch;"Uk Khun Industrial Plants and Other  Development
";Cambodia;Food crops, Livestock;2002;concluded;;12506;;
112;Cambodia;Mondol Kiri;Unigreen Resource Co.; Ltd; Non-food agricultural commodities, Forest;2009;concluded;;8000;;
113;Cambodia;Sesan;Un-Inter Trading and Development Group (Cambodia) Co. Ltd.;Cambodia;Agriunspecified;2009;concluded;;7000;;
114;Cambodia;Memot;"VANNMA Import-Export Co.; Ltd
";Cambodia;Food crops;2004;concluded;;1200;;
116;Cambodia;Chhuk;So Nguon Group Company;Cambodia;For wood and fibre;2005;concluded;;9800;;
117;Cambodia;Mondulkiri;"Wuzhishan L.S Group
";China;Food crops;2005;concluded;;10000;;
127;Cambodia;Phnum Sruoch;Kimsville Corp.;None;Agriunspecified;2009;failed;;3200;lease/concession;
129;Cambodia;Uddor Meanchey;Real Green Co. Ltd.;Thailand;Agriunspecified;2006;concluded;;8000;;
130;Cambodia;Kratié;Vietnam Rubber Group;Vietnam;Non-food agricultural commodities;2008;concluded;;2502;;
131;China;Yunnan;China Sandi Holdings Limited;China;Biofuels;2008;concluded;in operation;33350;;
135;China;Laiyang; Shandong,  Volksrepublik China Asahi Breweries Ltd, Itochu Corp, Sumitoto Chemical Company Ltd.;Japan;Food crops, Livestock;2006;concluded;;300;;
138;China;Yu Jia Yao Cun;;China, New Zealand;Livestock;2012;concluded;;1000;;
140;Indonesia;Merauke;Wilmar International Ltd;Singapore;Food crops;2013;concluded;;200000;lease/concession;
144;China;Nanning;; China, Finland;For wood and fibre;2005;concluded;;120000;;
146;China;Yunnan; Volksrepublik China, Chinese Government;China;For carbon sequestration,  For wood and fibre;2008;concluded;not started;1342;;
151;China;Jiangsu; Fujian; China;Food crops;2001;concluded;;;;
154;China;Volksrepublik China;China Huiyuan Juice Group Ltd, Voksrepublic China;China;Food crops;2012;concluded;;200000;;
155;China;China;Yuen Foong Yu Group;China; For wood and fibre;2001;concluded;;100000;;
156;East Timor;Cova Lima;GTLeste Biotech;Indonesia;Biofuels, Food crops;2009;under negotiation;;100000;;
163;Indonesia;Sumatra;NEOS Resources PLC;United Kingdom;Non-food agricultural commodities;2007;concluded;abandoned;500;;
164;Indonesia;Kalimantan;KS Oils Ltd;India;Food crops;2008;concluded;;55847;;
165;Indonesia;Paleleh;;South Korea;Agriunspecified;2008;concluded;;25000;;
168;Indonesia;Republik Indonesien;"Bunge Ltd, PT Tiga Pilar Sejahtera Food Tbk (""TPS Food"")";USA;Food crops;2011;concluded;;10000;;
172;Indonesia;Kalimantan Barat;Harim Holdings Co Ltd;South Korea;Food crops;2008;intended;;100000;;
173;Indonesia;Kalimantan;Daewoo Logistics;South Korea;Food crops;2009;failed;;20000;;
178;Indonesia;Sumatra;Wilmar International Ltd;Singapore;Biofuels, Food crops;2013;concluded;;;lease/concession;
181;Indonesia;Province Central Sulawesi;PT Hartati Inti Plantation (HIP) ;Indonesia;Agriunspecified;2010;concluded;;75000;lease/concession;
182;Indonesia;West Kalimantan;Sime Darby;Malaysia;Biofuels, Food crops;2012;concluded;;59721;lease/concession;
187;Indonesia;East Kalimantan;First Resources ;Singapore; Biofuels;2011;concluded;;100000;;
188;Indonesia;Kapuas Hulu;Genting Group;Malaysia;Agriunspecified;2006;concluded;;15109;;
189;Indonesia;Sumatra;Sinar Mas Group;Indonesia;Biofuels, Food crops;2011;concluded;;366914;;
191;Indonesia;West Kalimantan;First Pacific;China;Food crops;2005;concluded;;27000;;
192;Indonesia;Belitung;Kuala Lumpur Kepong Berhad (KLK);Malaysia;Biofuels, Food crops;2013;concluded;;137486;;
194;Indonesia;Central Sulawesi;PT Astra Agro Lestari Tbk;Indonesia; Food crops;2012;concluded;;6580;;
195;Indonesia;Sorong;Noble Group;China;Biofuels, Food crops;2004;concluded;;32500;;
196;Indonesia;Sumatra;PT Bakrie Sumatera Plantations Tbk;Indonesia;Biofuels;2011;concluded;;129936;;
202;Kazakhstan;Alaköl-See; Kazakhstan government;Kazakhstan, China;Food crops, Livestock;2003;concluded;;7000;;
206;Kazakhstan;Almaty;Government of Kazakhstan,  Toyota Tsusho Co.;Kazakhstan, Japan;Food crops;2008;concluded;;6000;;
211;Iraq;Arbil;Noor company;Egypt;Livestock;;;;250;;
217;Laos;Laos;Aditya Birla Group;India;For wood and fibre;2006;concluded;;50000;;
219;Laos;Vientiane;Ari Construction and Building Repairment Co;China;Non-food agricultural commodities;2009;concluded;;200;lease/concession;
222;Laos;Vientiane;Cherchanghang Co;China;Non-food agricultural commodities;2009;concluded;;200;;
225;Laos;Champassak;Dac Lac Rubber Co;Vietnam;Non-food agricultural commodities;2006;concluded;in operation;10000;;
228;Laos;Vientiane;Feuangdong Lao Co;Laos;Livestock, Forest;2009;concluded;;500;lease/concession;
229;Laos;Laos; Government of Laos;China,  Laos;Food crops, Livestock;2004;concluded;;5000;;
230;Laos;Vientiane;;;;;;;500;;
234;Laos;Attapeu;;;;;;;30000;;
238;Laos;Vientiane;;;;;;;;;
239;Laos;Bolikhamsai;;;;;;;;;
241;Laos;Champasak;;;;;;;;;
251;Laos;Bachieng District;;;;;;;;;
253;Laos;Laos;;;;;;;;;
254;Laos;Vientiane;;;;;;;;;
258;Laos;Vientiane;;;;;;;;;
261;Laos;Vientiane;;;;;;;;;
266;Laos;Vientiane;;;;;;;;;
268;Laos;Savannakhet;;;;;;;;;
272;Laos;Khammuan;;;;;;;;;
274;Laos;Muang Pakxong;;;;;;;;;
276;Laos;Muang Mai;;;;;;;;;
277;Laos;Vientiane;;;;;;;;;
279;Laos;Champasak;;;;;;;;;
285;Laos;Laos;;;;;;;;;
288;Laos;Vientiane;;;;;;;;;
296;Laos;Luang Namtha;;;;;;;;;
297;Laos;Champasak;;;;;;;;;
307;Malaysia;Sabah;;;;;;;;;
308;Malaysia;Malaysia;;;;;;;;;
311;Malaysia;Sungai Besi;;;;;;;;;
313;Malaysia;Sarawak;;;;;;;;;
316;Malaysia;Tanjung Manis;;;;;;;;;
319;Malaysia;Kapit;;;;;;;;;
324;Malaysia;Sarawak;;;;;;;;;
325;Malaysia;Sarawak;;;;;;;;;
333;Malaysia;Malaysia;;;;;;;;;
348;Myanmar;Myanmar;;;;;;;;;
355;Pakistan;Mīrpur Khās;;;;;;;;;
365;Pakistan;Belutschistan;;;;;;;;;
367;Pakistan;Rahimyar Khan;;;;;;;;;
369;Pakistan;Belutschistan;;;;;;;;;
378;Pakistan;Thar;;;;;;;;;
379;Pakistan;Pakistan;;;;;;;;;
388;Pakistan;Pakistan;;;;;;;;;
399;Philippines;Mindanao;;;;;;;;;
404;Philippines;Davao del Norte;;;;;;;;;
413;Philippines;Philippinen;;;;;;;;;
414;Philippines;Palawan;;;;;;;;;
416;Philippines;Isabela;;;;;;;;;
426;Philippines;Philippinen;;;;;;;;;
427;Philippines;Delfin Albano;;;;;;;;;
431;Philippines;Philippinen;;;;;;;;;
432;Philippines;Toledo City;;;;;;;;;
433;Philippines;Mindanao;;;;;;;;;
434;Philippines;Luzon;;;;;;;;;
436;Philippines;San Mariano;;;;;;;;;
438;Philippines;Sarangani;;;;;;;;;
439;Indonesia;Sulawesi;;;;;;;;;
443;Philippines;Mindoro;;;;;;;;;
449;Philippines;Luzon;;;;;;;;;
452;Philippines;Mindanao;;;;;;;;;
456;Philippines;Philippinen;;;;;;;;;
462;Philippines;Mindanao;;;;;;;;;
465;Philippines;Philippinen;;;;;;;;;
467;Philippines;Central Luzon;;;;;;;;;
469;Philippines;Capas;;;;;;;;;
471;Philippines;Gutalac;;;;;;;;;
472;Philippines;Pampanga;;;;;;;;;
474;Philippines;Mallig;;;;;;;;;
475;Philippines;Negros Oriental;;;;;;;;;
476;Philippines;Lamut;;;;;;;;;
480;Philippines;Philippinen;;;;;;;;;
486;Philippines;Sarangani;;;;;;;;;
489;Philippines;North Upi;;;;;;;;;
493;Philippines;Bohol;;;;;;;;;
495;Philippines;Taguig City;;;;;;;;;
505;Thailand;Thailand;;;;;;;;;
510;Thailand;Nan;;;;;;;;;
512;Thailand;Nakhon Si Thammarat;;;;;;;;;
513;Thailand;Nong Khai;;;;;;;;;
520;Turkey;Kilis;;;;;;;;;
532;Turkey;Türkei;;;;;;;;;
541;Vietnam;Ninh Thuan province;;;;;;;;;
543;Vietnam;tp. Đà Lạt;;;;;;;;;
544;Vietnam;Lang Son Province;;;;;;;;;
545;Vietnam;Da Nang;;;;;;;;;
557;India;Indien;;;;;;;;;
564;India;Mundra;;;;;;;;;
568;India;Surat;;;;;;;;;
569;India;Gopalpur;;;;;;;;;
571;India;Nagaland;;;;;;;;;
572;India;Maharashtra;;;;;;;;;
573;India;karnataka;;;;;;;;;
574;India;Kalinga Nagar;;;;;;;;;
575;India;Salboni;;;;;;;;;
577;India;Tamnar;;;;;;;;;
579;India;Naharpali;;;;;;;;;
581;India;Maharashtra;;;;;;;;;
582;India;Maharashtra;;;;;;;;;
584;India;Latur;;;;;;;;;
585;India;Maharashtra;;;;;;;;;
588;India;Juve Jaitapur;;;;;;;;;
589;India;Maharashtra;;;;;;;;;
590;India;Krishna Nagar;;;;;;;;;
591;India;Jagatsinghpur;;;;;;;;;
592;India;Haryana;;;;;;;;;
593;India;Jamnagar;;;;;;;;;
594;India;Nayachar;;;;;;;;;
595;India;Sriperumbudur;;;;;;;;;
602;India;Gagret;;;;;;;;;
603;India;Karnataka;;;;;;;;;
604;India;Bastar;;;;;;;;;
605;India;Gobaraghati;;;;;;;;;
608;India;Orissa (Niyamgiri Hills);;;;;;;;;
609;India;Gandheli;;;;;;;;;
614;India;Valliyur;;;;;;;;;
615;India;Andhra Pradesh;;;;;;;;;
616;India;Atchutapuram;;;;;;;;;
619;India;Samsthan Narayanpur;;;;;;;;;
620;India;Madhya Pradesh;;;;;;;;;
625;India;West Bengal;;;;;;;;;
626;India;Khoda;;;;;;;;;
628;India;Tamil Nadu;;;;;;;;;
629;India;Rajasthan;;;;;;;;;
630;India;Andra Pradesh;;;;;;;;;
638;India;Coimbatore;;;;;;;;;
643;India;Karnataka;;;;;;;;;
644;India;Gujarat;;;;;;;;;
645;India;Uttar Pradesh;;;;;;;;;
652;India;Chhattisgarh;;;;;;;;;
653;India;Chhattisgarh;;;;;;;;;
655;India;Maharashtra;;;;;;;;;
659;India;Hayathnagar;;;;;;;;;
661;India;Achutapuram;;;;;;;;;
662;India;Andhra Pradesh;;;;;;;;;
663;India;Andhra Pradesh;;;;;;;;;
665;India;Andhra Pradesh;;;;;;;;;
666;India;Andhra Pradesh;;;;;;;;;
667;India;Andhra Pradesh;;;;;;;;;
668;India;Andhra Pradesh;;;;;;;;;
669;India;Andhra Pradesh;;;;;;;;;
670;India;Gujarat;;;;;;;;;
672;India;Gujarat;;;;;;;;;
673;India;Gujarat;;;;;;;;;
675;India;Gujarat;;;;;;;;;
676;India;Gujarat;;;;;;;;;
677;India;Gujarat;;;;;;;;;
678;India;Karnataka;;;;;;;;;
679;India;Kadechur;;;;;;;;;
680;India;Padubidri;;;;;;;;;
682;India;Maharashtra;;;;;;;;;
684;India;Latur;;;;;;;;;
685;India;Maharashtra;;;;;;;;;
686;India;Maharashtra;;;;;;;;;
687;India;Maharashtra;;;;;;;;;
690;India;Maharashtra;;;;;;;;;
691;India;Maharashtra;;;;;;;;;
692;India;Maharashtra;;;;;;;;;
693;India;Maharashtra;;;;;;;;;
694;India;Chennai;;;;;;;;;
695;India;Tamil Nadu;;;;;;;;;
697;India;Tamil Nadu;;;;;;;;;
698;India;Tamil Nadu;;;;;;;;;
699;India;Uttaranchal;;;;;;;;;
700;Argentina;Neuquén;;;;;;;;;
701;Argentina;San Pedro;;;;;;;;;
703;Argentina;A. Ibarra;;;;;;;;;
704;Argentina;Quimilí;;;;;;;;;
710;Argentina;Punta Colorada;;;;;;;;;
717;Argentina;Río Negro;;;;;;;;;
719;Argentina;Río Negro Province;;;;;;;;;
724;Argentina;Buenos Aires Province;;;;;;;;;
727;Argentina;Malargüe;;;;;;;;;
729;Argentina;La Pampa Province;;;;;;;;;
732;Argentina;Chaco Province;;;;;;;;;
734;Argentina;Neuquen;;;;;;;;;
736;Argentina;Victoria;;;;;;;;;
737;Argentina;San Juan;;;;;;;;;
738;Bolivia (Plurinational State of);Santa Cruz de la Sierra;;;;;;;;;
739;Bolivia (Plurinational State of);Chané;;;;;;;;;
744;Bolivia (Plurinational State of);San Pedro;;;;;;;;;
746;Brazil;Mato Grosso;;;;;;;;;
747;Brazil;São Paulo - State of São Paulo;;;;;;;;;
749;Brazil;Januária - Minas Gerais;;;;;;;;;
750;Brazil;State of Pará;;;;;;;;;
751;Brazil;State of Bahia;;;;;;;;;
753;Brazil;Itapipoca;;;;;;;;;
754;Brazil;State of São Paulo;;;;;;;;;
755;Brazil;Maranhão;;;;;;;;;
756;Brazil;São Desidério - Bahia;;;;;;;;;
757;Brazil;State of Piauí;;;;;;;;;
759;Brazil;State of Tocantins;;;;;;;;;
761;Brazil;Três Lagoas - Mato Grosso do Sul;;;;;;;;;
765;Brazil;Santarém;;;;;;;;;
766;Brazil;State of Rio Grande do Sul;;;;;;;;;
767;Brazil;Bahia;;;;;;;;;
768;Brazil;São Paulo;;;;;;;;;
771;Brazil;Brasil;;;;;;;;;
773;Brazil;Bahía;;;;;;;;;
774;Brazil;Estado de Paraná;;;;;;;;;
775;Brazil;Baixa Grande - Bahía;;;;;;;;;
776;Brazil;Alto Taquari - Mato Grosso;;;;;;;;;
778;Brazil;State of Pará;;;;;;;;;
779;Brazil;Ivinhema - Mato Grosso do Sul;;;;;;;;;
781;Brazil;Tocantins;;;;;;;;;
782;Brazil;State of Tocantins;;;;;;;;;
783;Brazil;Mato Grosso;;;;;;;;;
784;Brazil;Amazonas;;;;;;;;;
785;Brazil;Bahia province;;;;;;;;;
793;Chile;Región de la Araucanía;;;;;;;;;
794;Chile;Ovalle;;;;;;;;;
795;Chile;Maule Region;;;;;;;;;
801;Colombia;Norte de Santander;;;;;;;;;
802;Colombia;El Peñón;;;;;;;;;
803;Colombia;Bolívar;;;;;;;;;
806;Colombia;Carmen del Darien;;;;;;;;;
807;Colombia;Ovejas;;;;;;;;;
812;Costa Rica;Costa Rica;;;;;;;;;
815;Costa Rica;Peninsula De Nicoya;;;;;;;;;
818;Cuba;Cuba;;;;;;;;;
833;Guatemala;Chiquimililla;;;;;;;;;
834;Guatemala;Sayaxché;;;;;;;;;
835;Guatemala;Mariscos y Estor;;;;;;;;;
837;Guatemala; (Petén);;;;;;;;;
838;Guatemala;(Alta Verapaz);;;;;;;;;
839;Guatemala; (Petén);;;;;;;;;
840;Guatemala;Sayaxché;;;;;;;;;
843;Guatemala;Alta Verapaz;;;;;;;;;
844;Guatemala;Morales;;;;;;;;;
847;Guyana;Upper Takutu-Upper Essequibo;;;;;;;;;
849;Guyana;Guyana;;;;;;;;;
851;Guyana;Bartica;;;;;;;;;
854;Mexico;Oaxaca;;;;;;;;;
855;Mexico;Oaxaca;;;;;;;;;
858;Mexico;Chiapas;;;;;;;;;
859;Mexico;Tizimín;;;;;;;;;
860;Mexico;San Dionisio del Mar;;;;;;;;;
869;Paraguay;Boquerón;;;;;;;;;
872;Paraguay;Departamento de Alto Paraguay;;;;;;;;;
875;Paraguay;Paraguay;;;;;;;;;
877;Paraguay;Caazapa;;;;;;;;;
879;Paraguay;Chaco;;;;;;;;;
880;Paraguay;Boquerón;;;;;;;;;
884;Peru;Ucayali;;;;;;;;;
885;Peru;Piura;;;;;;;;;
886;Peru;Ica;;;;;;;;;
887;Peru;Ica;;;;;;;;;
889;Peru;Ica;;;;;;;;;
890;Peru;Ancash;;;;;;;;;
891;Peru;Piura;;;;;;;;;
892;Peru;Ica;;;;;;;;;
895;Peru;La Libertad;;;;;;;;;
897;Peru;La Libertad;;;;;;;;;
898;Peru;La Libertad;;;;;;;;;
899;Peru;Lambayeque;;;;;;;;;
900;Peru;La Libertad;;;;;;;;;
901;Peru;Lambayeque;;;;;;;;;
902;Peru;Barranquita;;;;;;;;;
903;Peru;Tocache;;;;;;;;;
904;Peru;Yurimaguas;;;;;;;;;
906;Peru;Valle de Piura;;;;;;;;;
907;Peru;Piura;;;;;;;;;
909;Peru;Huacho;;;;;;;;;
910;Peru;Lambayeque;;;;;;;;;
911;Peru;Ica;;;;;;;;;
920;Peru;San Martin;;;;;;;;;
924;Uruguay;Paysandú;;;;;;;;;
926;Uruguay;Tacuarembó;;;;;;;;;
928;Uruguay;Tacuarembo;;;;;;;;;
933;Uruguay;Durazno;;;;;;;;;
934;Uruguay;Cerro Largo;;;;;;;;;
937;Uruguay;Durazno;;;;;;;;;
938;Venezuela (Bolivarian Republic of);Guárico;;;;;;;;;
950;Bulgaria;Pleven;;;;;;;;;
952;Bulgaria;Pleven;;;;;;;;;
953;Bulgaria;Pordim;;;;;;;;;
954;Bulgaria;Montana;;;;;;;;;
955;Bulgaria;Gabrovo;;;;;;;;;
962;Lithuania;Mažeikiai;;;;;;;;;
980;Romania;Buzău;;;;;;;;;
981;Romania;Tormac;;;;;;;;;
983;Romania;Argeș County;;;;;;;;;
984;Romania;Brașov;;;;;;;;;
987;Romania;Romania;;;;;;;;;
993;Russian Federation;Penza;;;;;;;;;
995;Russian Federation;Uvelskiy;;;;;;;;;
999;Russian Federation;Penza;;;;;;;;;
1003;Russian Federation;Ertil;;;;;;;;;
1004;Russian Federation;Tambov;;;;;;;;;
1005;Russian Federation;Kursk;;;;;;;;;
1006;Russian Federation;Kurgan;;;;;;;;;
1007;Russian Federation;Lipetsk;;;;;;;;;
1012;Russian Federation;Penza;;;;;;;;;
1013;Russian Federation;Altay;;;;;;;;;
1014;Russian Federation;Primorsky Krai;;;;;;;;;
1015;Russian Federation;Nizhny Lomov;;;;;;;;;
1016;Russian Federation;Lipetsk;;;;;;;;;
1017;Russian Federation;Krasnodar;;;;;;;;;
1019;Solomon Islands;Ngalimbiu River;;;;;;;;;
1021;Suriname;Suriname;;;;;;;;;
1023;Ukraine;Kharkiv;;;;;;;;;
1026;Ukraine;Lviv;;;;;;;;;
1033;Ukraine;Sumy;;;;;;;;;
1034;Ukraine;Vinnytsia;;;;;;;;;
1036;Ukraine;Kharkiv;;;;;;;;;
1037;Ukraine;Zhdanivka;;;;;;;;;
1038;Ukraine;Kirovohrad;;;;;;;;;
1040;Ukraine;Vinnytsia;;;;;;;;;
1041;Ukraine;Kharkiv;;;;;;;;;
